":@computed_region_43an_4dx5",":@computed_region_9yqb_tdyd","area_name","area_type","city","county","grade_category","location_1","location_1_address","location_1_city","location_1_state","location_1_zip","location_code","obese_1","obese_2","overweight_1","overweight_2","overweight_or_obese_1","overweight_or_obese_2","region","school_years","state","street_address","zip_code"
"1457","2094","WEST HEMPSTEAD U F S","SCHOOL DISTRICT","WEST HEMPSTEAD","NASSAU","ELEMENTARY","POINT (-73.6522 40.6973)",,,,,"280227","65","0.189","62","0.18","127","0.369","NASSAU-SUFFOLK","2010-2012","NY","252 CHESTNUT ST","11552"
"1457","2094","WEST HEMPSTEAD U F S","SCHOOL DISTRICT","WEST HEMPSTEAD","NASSAU","MIDDLE/HIGH","POINT (-73.6522 40.6973)",,,,,"280227","49","0.138","62","0.175","111","0.313","NASSAU-SUFFOLK","2010-2012","NY","252 CHESTNUT ST","11552"
"1568","2094","NORTH MERRICK U F S","SCHOOL DISTRICT","MERRICK","NASSAU","DISTRICT TOTAL","POINT (-73.5654 40.6949)",,,,,"280229","45","0.11","52","0.127","97","0.237","NASSAU-SUFFOLK","2010-2012","NY","1057 MERRICK AVE","11566"
"1568","2094","NORTH MERRICK U F S","SCHOOL DISTRICT","MERRICK","NASSAU","ELEMENTARY","POINT (-73.5654 40.6949)",,,,,"280229","45","0.11","52","0.127","97","0.237","NASSAU-SUFFOLK","2010-2012","NY","1057 MERRICK AVE","11566"
"1568","2094","NORTH MERRICK U F S","SCHOOL DISTRICT","MERRICK","NASSAU","MIDDLE/HIGH","POINT (-73.5654 40.6949)",,,,,"280229",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","1057 MERRICK AVE","11566"
"995","2094","VALLEY STR HEMP 30 U F S","SCHOOL DISTRICT","VALLEY STREAM","NASSAU","DISTRICT TOTAL","POINT (-73.7095 40.6727)",,,,,"280230","112","0.241","77","0.166","189","0.406","NASSAU-SUFFOLK","2010-2012","NY","175 N CENTRAL AVE","11580"
"995","2094","VALLEY STR HEMP 30 U F S","SCHOOL DISTRICT","VALLEY STREAM","NASSAU","ELEMENTARY","POINT (-73.7095 40.6727)",,,,,"280230","112","0.241","77","0.166","189","0.406","NASSAU-SUFFOLK","2010-2012","NY","175 N CENTRAL AVE","11580"
"1462","2094","ISLAND PARK UNION FREE SCHOOL","SCHOOL DISTRICT","ISLAND PARK","NASSAU","DISTRICT TOTAL","POINT (-73.6471 40.6077)",,,,,"280231","44","0.201","31","0.142","75","0.342","NASSAU-SUFFOLK","2010-2012","NY","150 TRAFALGAR BLVD","11558"
"1462","2094","ISLAND PARK UNION FREE SCHOOL","SCHOOL DISTRICT","ISLAND PARK","NASSAU","ELEMENTARY","POINT (-73.6471 40.6077)",,,,,"280231","27","0.16","27","0.16","54","0.32","NASSAU-SUFFOLK","2010-2012","NY","150 TRAFALGAR BLVD","11558"
"1462","2094","ISLAND PARK UNION FREE SCHOOL","SCHOOL DISTRICT","ISLAND PARK","NASSAU","MIDDLE/HIGH","POINT (-73.6471 40.6077)",,,,,"280231","12","0.293",,,"12","0.293","NASSAU-SUFFOLK","2010-2012","NY","150 TRAFALGAR BLVD","11558"
"995","2094","VALLEY STR CENTRAL H S","SCHOOL DISTRICT","VALLEY STREAM","NASSAU","DISTRICT TOTAL","POINT (-73.7004 40.6734)",,,,,"280251","208","0.16","237","0.183","445","0.343","NASSAU-SUFFOLK","2010-2012","NY","1 KENT RD","11580"
"995","2094","VALLEY STR CENTRAL H S","SCHOOL DISTRICT","VALLEY STREAM","NASSAU","ELEMENTARY","POINT (-73.7004 40.6734)",,,,,"280251",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","1 KENT RD","11580"
"995","2094","VALLEY STR CENTRAL H S","SCHOOL DISTRICT","VALLEY STREAM","NASSAU","MIDDLE/HIGH","POINT (-73.7004 40.6734)",,,,,"280251","250","0.187","237","0.177","487","0.363","NASSAU-SUFFOLK","2010-2012","NY","1 KENT RD","11580"
"859","2094","SEWANHAKA CENTRAL HIGH SCHOOL","SCHOOL DISTRICT","FLORAL PARK","NASSAU","DISTRICT TOTAL","POINT (-73.6923 40.7169)",,,,,"280252","343","0.177","328","0.169","671","0.346","NASSAU-SUFFOLK","2010-2012","NY","77 LANDAU AVE","11001"
"859","2094","SEWANHAKA CENTRAL HIGH SCHOOL","SCHOOL DISTRICT","FLORAL PARK","NASSAU","ELEMENTARY","POINT (-73.6923 40.7169)",,,,,"280252",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","77 LANDAU AVE","11001"
"859","2094","SEWANHAKA CENTRAL HIGH SCHOOL","SCHOOL DISTRICT","FLORAL PARK","NASSAU","MIDDLE/HIGH","POINT (-73.6923 40.7169)",,,,,"280252","343","0.177","328","0.169","671","0.346","NASSAU-SUFFOLK","2010-2012","NY","77 LANDAU AVE","11001"
"1568","2094","BELLMORE-MERRICK CENT SCH","SCHOOL DISTRICT","NORTH MERRICK","NASSAU","DISTRICT TOTAL","POINT (-73.5684 40.6881)",,,,,"280253","161","0.114","166","0.117","327","0.231","NASSAU-SUFFOLK","2010-2012","NY","1260 MEADOWBROOK RD","11566"
"1568","2094","BELLMORE-MERRICK CENT SCH","SCHOOL DISTRICT","NORTH MERRICK","NASSAU","ELEMENTARY","POINT (-73.5684 40.6881)",,,,,"280253",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","1260 MEADOWBROOK RD","11566"
"1568","2094","BELLMORE-MERRICK CENT SCH","SCHOOL DISTRICT","NORTH MERRICK","NASSAU","MIDDLE/HIGH","POINT (-73.5684 40.6881)",,,,,"280253","161","0.114","166","0.117","327","0.231","NASSAU-SUFFOLK","2010-2012","NY","1260 MEADOWBROOK RD","11566"
"1565","2094","LONG BEACH CITY SCHOOLS","SCHOOL DISTRICT","LONG BEACH","NASSAU","DISTRICT TOTAL","POINT (-73.6284 40.588)",,,,,"280300","148","0.112","232","0.175","380","0.287","NASSAU-SUFFOLK","2010-2012","NY","235 LIDO BLVD","11561"
"1565","2094","LONG BEACH CITY SCHOOLS","SCHOOL DISTRICT","LONG BEACH","NASSAU","ELEMENTARY","POINT (-73.6284 40.588)",,,,,"280300","96","0.118","122","0.15","218","0.267","NASSAU-SUFFOLK","2010-2012","NY","235 LIDO BLVD","11561"
"1227","2085","FULTON","COUNTY",,"FULTON","DISTRICT TOTAL","POINT (-74.331296 43.06014)",,,,,"000017","308","0.193","230","0.144","538","0.338","NORTHEASTERN NEW YORK","2010-2012",,,
"1565","2094","LONG BEACH CITY SCHOOLS","SCHOOL DISTRICT","LONG BEACH","NASSAU","MIDDLE/HIGH","POINT (-73.6284 40.588)",,,,,"280300","52","0.103","110","0.217","162","0.32","NASSAU-SUFFOLK","2010-2012","NY","235 LIDO BLVD","11561"
"1569","2094","WESTBURY UNION FREE SCHOOLS","SCHOOL DISTRICT","OLD WESTBURY","NASSAU","DISTRICT TOTAL","POINT (-73.5842 40.7685)",,,,,"280401","614","0.29","355","0.168","969","0.457","NASSAU-SUFFOLK","2010-2012","NY","2 HITCHCOCK LN","11568"
"1569","2094","WESTBURY UNION FREE SCHOOLS","SCHOOL DISTRICT","OLD WESTBURY","NASSAU","ELEMENTARY","POINT (-73.5842 40.7685)",,,,,"280401","416","0.288","244","0.169","660","0.457","NASSAU-SUFFOLK","2010-2012","NY","2 HITCHCOCK LN","11568"
"1569","2094","WESTBURY UNION FREE SCHOOLS","SCHOOL DISTRICT","OLD WESTBURY","NASSAU","MIDDLE/HIGH","POINT (-73.5842 40.7685)",,,,,"280401","167","0.26","111","0.173","278","0.432","NASSAU-SUFFOLK","2010-2012","NY","2 HITCHCOCK LN","11568"
"1569","2094","EAST WILLISTON U F S","SCHOOL DISTRICT","OLD WESTBURY","NASSAU","DISTRICT TOTAL","POINT (-73.6177 40.7618)",,,,,"280402","37","0.071","67","0.129","104","0.2","NASSAU-SUFFOLK","2010-2012","NY","11 BACON RD","11568"
"1569","2094","EAST WILLISTON U F S","SCHOOL DISTRICT","OLD WESTBURY","NASSAU","ELEMENTARY","POINT (-73.6177 40.7618)",,,,,"280402","22","0.076","41","0.141","63","0.217","NASSAU-SUFFOLK","2010-2012","NY","11 BACON RD","11568"
"1569","2094","EAST WILLISTON U F S","SCHOOL DISTRICT","OLD WESTBURY","NASSAU","MIDDLE/HIGH","POINT (-73.6177 40.7618)",,,,,"280402","15","0.066","26","0.115","41","0.181","NASSAU-SUFFOLK","2010-2012","NY","11 BACON RD","11568"
"992","2094","ROSLYN UNION FREE SCHOOL","SCHOOL DISTRICT","ROSLYN","NASSAU","DISTRICT TOTAL","POINT (-73.64 40.7944)",,,,,"280403","83","0.095","116","0.132","199","0.227","NASSAU-SUFFOLK","2010-2012","NY","300 HARBOR HILL RD","11576"
"992","2094","ROSLYN UNION FREE SCHOOL","SCHOOL DISTRICT","ROSLYN","NASSAU","ELEMENTARY","POINT (-73.64 40.7944)",,,,,"280403","63","0.116","64","0.118","127","0.233","NASSAU-SUFFOLK","2010-2012","NY","300 HARBOR HILL RD","11576"
"992","2094","ROSLYN UNION FREE SCHOOL","SCHOOL DISTRICT","ROSLYN","NASSAU","MIDDLE/HIGH","POINT (-73.64 40.7944)",,,,,"280403","20","0.061","52","0.16","72","0.221","NASSAU-SUFFOLK","2010-2012","NY","300 HARBOR HILL RD","11576"
"871","2094","PT WASHINGTON U F S","SCHOOL DISTRICT","PORT WASHINGTON","NASSAU","DISTRICT TOTAL","POINT (-73.6817 40.8293)",,,,,"280404","288","0.192","195","0.13","483","0.322","NASSAU-SUFFOLK","2010-2012","NY","100 CAMPUS DR","11050"
"871","2094","PT WASHINGTON U F S","SCHOOL DISTRICT","PORT WASHINGTON","NASSAU","ELEMENTARY","POINT (-73.6817 40.8293)",,,,,"280404","78","0.117","86","0.129","164","0.246","NASSAU-SUFFOLK","2010-2012","NY","100 CAMPUS DR","11050"
"871","2094","PT WASHINGTON U F S","SCHOOL DISTRICT","PORT WASHINGTON","NASSAU","MIDDLE/HIGH","POINT (-73.6817 40.8293)",,,,,"280404","73","0.107","109","0.16","182","0.268","NASSAU-SUFFOLK","2010-2012","NY","100 CAMPUS DR","11050"
"869","2094","NEW HYDE PK-GARDEN CITY PK UFSD","SCHOOL DISTRICT","NEW HYDE PARK","NASSAU","DISTRICT TOTAL","POINT (-73.6784 40.7509)",,,,,"280405","79","0.117","61","0.091","140","0.208","NASSAU-SUFFOLK","2010-2012","NY","1950 HILLSIDE AVE","11040"
"869","2094","NEW HYDE PK-GARDEN CITY PK UFSD","SCHOOL DISTRICT","NEW HYDE PARK","NASSAU","ELEMENTARY","POINT (-73.6784 40.7509)",,,,,"280405","79","0.117","61","0.091","140","0.208","NASSAU-SUFFOLK","2010-2012","NY","1950 HILLSIDE AVE","11040"
"869","2094","NEW HYDE PK-GARDEN CITY PK UFSD","SCHOOL DISTRICT","NEW HYDE PARK","NASSAU","MIDDLE/HIGH","POINT (-73.6784 40.7509)",,,,,"280405",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","1950 HILLSIDE AVE","11040"
"868","2094","MANHASSET UNION FREE SCHOOL","SCHOOL DISTRICT","MANHASSET","NASSAU","DISTRICT TOTAL","POINT (-73.7039 40.7942)",,,,,"280406","79","0.086","102","0.111","181","0.197","NASSAU-SUFFOLK","2010-2012","NY","200 MEMORIAL PL","11030"
"868","2094","MANHASSET UNION FREE SCHOOL","SCHOOL DISTRICT","MANHASSET","NASSAU","ELEMENTARY","POINT (-73.7039 40.7942)",,,,,"280406","48","0.079","73","0.12","121","0.198","NASSAU-SUFFOLK","2010-2012","NY","200 MEMORIAL PL","11030"
"868","2094","MANHASSET UNION FREE SCHOOL","SCHOOL DISTRICT","MANHASSET","NASSAU","MIDDLE/HIGH","POINT (-73.7039 40.7942)",,,,,"280406","31","0.104","29","0.098","60","0.202","NASSAU-SUFFOLK","2010-2012","NY","200 MEMORIAL PL","11030"
"864","2094","GREAT NECK UNION FREE SCHOOL","SCHOOL DISTRICT","GREAT NECK","NASSAU","DISTRICT TOTAL","POINT (-73.7044 40.7624)",,,,,"280407","128","0.076","236","0.14","364","0.216","NASSAU-SUFFOLK","2010-2012","NY","345 LAKEVILLE RD","11020"
"864","2094","GREAT NECK UNION FREE SCHOOL","SCHOOL DISTRICT","GREAT NECK","NASSAU","ELEMENTARY","POINT (-73.7044 40.7624)",,,,,"280407","75","0.091","125","0.151","200","0.242","NASSAU-SUFFOLK","2010-2012","NY","345 LAKEVILLE RD","11020"
"864","2094","GREAT NECK UNION FREE SCHOOL","SCHOOL DISTRICT","GREAT NECK","NASSAU","MIDDLE/HIGH","POINT (-73.7044 40.7624)",,,,,"280407","53","0.061","111","0.129","164","0.19","NASSAU-SUFFOLK","2010-2012","NY","345 LAKEVILLE RD","11020"
"992","2094","HERRICKS UNION FREE SCHOOL","SCHOOL DISTRICT","NEW HYDE PARK","NASSAU","DISTRICT TOTAL","POINT (-73.6609 40.7606)",,,,,"280409","116","0.12","136","0.141","252","0.262","NASSAU-SUFFOLK","2010-2012","NY","999 B HERRICKS RD","11040"
"992","2094","HERRICKS UNION FREE SCHOOL","SCHOOL DISTRICT","NEW HYDE PARK","NASSAU","ELEMENTARY","POINT (-73.6609 40.7606)",,,,,"280409","75","0.119","88","0.14","163","0.259","NASSAU-SUFFOLK","2010-2012","NY","999 B HERRICKS RD","11040"
"992","2094","HERRICKS UNION FREE SCHOOL","SCHOOL DISTRICT","NEW HYDE PARK","NASSAU","MIDDLE/HIGH","POINT (-73.6609 40.7606)",,,,,"280409","41","0.123","48","0.144","89","0.267","NASSAU-SUFFOLK","2010-2012","NY","999 B HERRICKS RD","11040"
"1265","2094","MINEOLA UNION FREE SCHOOL","SCHOOL DISTRICT","MINEOLA","NASSAU","DISTRICT TOTAL","POINT (-73.6406 40.7471)",,,,,"280410","157","0.179","154","0.176","311","0.355","NASSAU-SUFFOLK","2010-2012","NY","121 JACKSON AVE","11501"
"1265","2094","MINEOLA UNION FREE SCHOOL","SCHOOL DISTRICT","MINEOLA","NASSAU","ELEMENTARY","POINT (-73.6406 40.7471)",,,,,"280410","96","0.179","83","0.155","179","0.335","NASSAU-SUFFOLK","2010-2012","NY","121 JACKSON AVE","11501"
"1265","2094","MINEOLA UNION FREE SCHOOL","SCHOOL DISTRICT","MINEOLA","NASSAU","MIDDLE/HIGH","POINT (-73.6406 40.7471)",,,,,"280410","61","0.185","71","0.215","132","0.4","NASSAU-SUFFOLK","2010-2012","NY","121 JACKSON AVE","11501"
"1353","2094","CARLE PLACE UNION FREE SCHOOL","SCHOOL DISTRICT","CARLE PLACE","NASSAU","DISTRICT TOTAL","POINT (-73.6057 40.7541)",,,,,"280411","74","0.153","75","0.155","149","0.307","NASSAU-SUFFOLK","2010-2012","NY","168 CHERRY LN","11514"
"1353","2094","CARLE PLACE UNION FREE SCHOOL","SCHOOL DISTRICT","CARLE PLACE","NASSAU","ELEMENTARY","POINT (-73.6057 40.7541)",,,,,"280411","41","0.147","42","0.151","83","0.299","NASSAU-SUFFOLK","2010-2012","NY","168 CHERRY LN","11514"
"1353","2094","CARLE PLACE UNION FREE SCHOOL","SCHOOL DISTRICT","CARLE PLACE","NASSAU","MIDDLE/HIGH","POINT (-73.6057 40.7541)",,,,,"280411","33","0.163","33","0.163","66","0.327","NASSAU-SUFFOLK","2010-2012","NY","168 CHERRY LN","11514"
"994","2094","NORTH SHORE CENTRAL SCHOOL","SCHOOL DISTRICT","SEA CLIFF","NASSAU","DISTRICT TOTAL","POINT (-73.6421 40.8467)",,,,,"280501","87","0.1","129","0.148","216","0.249","NASSAU-SUFFOLK","2010-2012","NY","112 FRANKLIN AVE","11579"
"994","2094","NORTH SHORE CENTRAL SCHOOL","SCHOOL DISTRICT","SEA CLIFF","NASSAU","ELEMENTARY","POINT (-73.6421 40.8467)",,,,,"280501","61","0.116","80","0.152","141","0.268","NASSAU-SUFFOLK","2010-2012","NY","112 FRANKLIN AVE","11579"
"994","2094","NORTH SHORE CENTRAL SCHOOL","SCHOOL DISTRICT","SEA CLIFF","NASSAU","MIDDLE/HIGH","POINT (-73.6421 40.8467)",,,,,"280501","26","0.076","49","0.143","75","0.219","NASSAU-SUFFOLK","2010-2012","NY","112 FRANKLIN AVE","11579"
"1431","2094","SYOSSET CENTRAL SCHOOL","SCHOOL DISTRICT","SYOSSET","NASSAU","DISTRICT TOTAL","POINT (-73.4876 40.8322)",,,,,"280502","137","0.078","257","0.146","394","0.224","NASSAU-SUFFOLK","2010-2012","NY","99 PELL LN","11791"
"1431","2094","SYOSSET CENTRAL SCHOOL","SCHOOL DISTRICT","SYOSSET","NASSAU","ELEMENTARY","POINT (-73.4876 40.8322)",,,,,"280502","98","0.09","150","0.139","248","0.229","NASSAU-SUFFOLK","2010-2012","NY","99 PELL LN","11791"
"1431","2094","SYOSSET CENTRAL SCHOOL","SCHOOL DISTRICT","SYOSSET","NASSAU","MIDDLE/HIGH","POINT (-73.4876 40.8322)",,,,,"280502","39","0.058","107","0.16","146","0.218","NASSAU-SUFFOLK","2010-2012","NY","99 PELL LN","11791"
"1564","2094","LOCUST VALLEY CENTRAL SCHOOL","SCHOOL DISTRICT","LOCUST VALLEY","NASSAU","DISTRICT TOTAL","POINT (-73.5903 40.888)",,,,,"280503","95","0.14","90","0.133","185","0.272","NASSAU-SUFFOLK","2010-2012","NY","HORSE HOLLOW RD","11560"
"1564","2094","LOCUST VALLEY CENTRAL SCHOOL","SCHOOL DISTRICT","LOCUST VALLEY","NASSAU","ELEMENTARY","POINT (-73.5903 40.888)",,,,,"280503","49","0.122","49","0.122","98","0.244","NASSAU-SUFFOLK","2010-2012","NY","HORSE HOLLOW RD","11560"
"1246","627","GARRISON UNION FREE SCHOOL","SCHOOL DISTRICT","GARRISON","PUTNAM","MIDDLE/HIGH","POINT (-73.9401 41.3806)",,,,,"480404",,,,,,,"HUDSON VALLEY","2010-2012","NY","1100 RT 9D","10524"
"1564","2094","LOCUST VALLEY CENTRAL SCHOOL","SCHOOL DISTRICT","LOCUST VALLEY","NASSAU","MIDDLE/HIGH","POINT (-73.5903 40.888)",,,,,"280503","46","0.165","41","0.147","87","0.313","NASSAU-SUFFOLK","2010-2012","NY","HORSE HOLLOW RD","11560"
"1490","2094","PLAINVIEW-OLD BETHPAGE CENT-SCH","SCHOOL DISTRICT","PLAINVIEW","NASSAU","DISTRICT TOTAL","POINT (-73.4656 40.7803)",,,,,"280504","182","0.109","236","0.142","418","0.251","NASSAU-SUFFOLK","2010-2012","NY","106 WASHINGTON AVE","11803"
"1490","2094","PLAINVIEW-OLD BETHPAGE CENT-SCH","SCHOOL DISTRICT","PLAINVIEW","NASSAU","ELEMENTARY","POINT (-73.4656 40.7803)",,,,,"280504","106","0.106","153","0.153","259","0.258","NASSAU-SUFFOLK","2010-2012","NY","106 WASHINGTON AVE","11803"
"1490","2094","PLAINVIEW-OLD BETHPAGE CENT-SCH","SCHOOL DISTRICT","PLAINVIEW","NASSAU","MIDDLE/HIGH","POINT (-73.4656 40.7803)",,,,,"280504","76","0.115","83","0.126","159","0.241","NASSAU-SUFFOLK","2010-2012","NY","106 WASHINGTON AVE","11803"
"1321","2094","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL","SCHOOL DISTRICT","OYSTER BAY","NASSAU","DISTRICT TOTAL","POINT (-73.5255 40.8712)",,,,,"280506","61","0.117","60","0.115","121","0.232","NASSAU-SUFFOLK","2010-2012","NY","1 MCCOUNS LN","11771"
"1321","2094","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL","SCHOOL DISTRICT","OYSTER BAY","NASSAU","ELEMENTARY","POINT (-73.5255 40.8712)",,,,,"280506","35","0.128","40","0.146","75","0.274","NASSAU-SUFFOLK","2010-2012","NY","1 MCCOUNS LN","11771"
"1321","2094","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL","SCHOOL DISTRICT","OYSTER BAY","NASSAU","MIDDLE/HIGH","POINT (-73.5255 40.8712)",,,,,"280506","25","0.102","26","0.106","51","0.207","NASSAU-SUFFOLK","2010-2012","NY","1 MCCOUNS LN","11771"
"1126","2094","JERICHO UNION FREE SCHOOL","SCHOOL DISTRICT","JERICHO","NASSAU","DISTRICT TOTAL","POINT (-73.5452 40.7982)",,,,,"280515","100","0.102","141","0.143","241","0.245","NASSAU-SUFFOLK","2010-2012","NY","99 CEDAR SWAMP RD","11753"
"1126","2094","JERICHO UNION FREE SCHOOL","SCHOOL DISTRICT","JERICHO","NASSAU","ELEMENTARY","POINT (-73.5452 40.7982)",,,,,"280515","52","0.1","78","0.151","130","0.251","NASSAU-SUFFOLK","2010-2012","NY","99 CEDAR SWAMP RD","11753"
"1126","2094","JERICHO UNION FREE SCHOOL","SCHOOL DISTRICT","JERICHO","NASSAU","MIDDLE/HIGH","POINT (-73.5452 40.7982)",,,,,"280515","48","0.104","63","0.136","111","0.24","NASSAU-SUFFOLK","2010-2012","NY","99 CEDAR SWAMP RD","11753"
"1489","2094","HICKSVILLE UNION FREE SCHOOL","SCHOOL DISTRICT","HICKSVILLE","NASSAU","DISTRICT TOTAL","POINT (-73.5253 40.7578)",,,,,"280517","235","0.165","190","0.133","425","0.298","NASSAU-SUFFOLK","2010-2012","NY","200 DIVISION AVE-ADM","11801"
"1489","2094","HICKSVILLE UNION FREE SCHOOL","SCHOOL DISTRICT","HICKSVILLE","NASSAU","ELEMENTARY","POINT (-73.5253 40.7578)",,,,,"280517","137","0.173","93","0.118","230","0.291","NASSAU-SUFFOLK","2010-2012","NY","200 DIVISION AVE-ADM","11801"
"1489","2094","HICKSVILLE UNION FREE SCHOOL","SCHOOL DISTRICT","HICKSVILLE","NASSAU","MIDDLE/HIGH","POINT (-73.5253 40.7578)",,,,,"280517","98","0.154","97","0.152","195","0.306","NASSAU-SUFFOLK","2010-2012","NY","200 DIVISION AVE-ADM","11801"
"1242","2094","PLAINEDGE UFSD","SCHOOL DISTRICT","N MASSAPEQUA","NASSAU","DISTRICT TOTAL","POINT (-73.4766 40.6992)",,,,,"280518","119","0.124","150","0.157","269","0.281","NASSAU-SUFFOLK","2010-2012","NY","241 WYNGATE DR","11758"
"1242","2094","PLAINEDGE UFSD","SCHOOL DISTRICT","N MASSAPEQUA","NASSAU","ELEMENTARY","POINT (-73.4766 40.6992)",,,,,"280518","57","0.115","85","0.171","142","0.286","NASSAU-SUFFOLK","2010-2012","NY","241 WYNGATE DR","11758"
"1242","2094","PLAINEDGE UFSD","SCHOOL DISTRICT","N MASSAPEQUA","NASSAU","MIDDLE/HIGH","POINT (-73.4766 40.6992)",,,,,"280518","62","0.138","65","0.145","127","0.283","NASSAU-SUFFOLK","2010-2012","NY","241 WYNGATE DR","11758"
"1071","2094","BETHPAGE UNION FREE SCHOOL","SCHOOL DISTRICT","BETHPAGE","NASSAU","DISTRICT TOTAL","POINT (-73.4847 40.7559)",,,,,"280521","144","0.141","165","0.162","309","0.303","NASSAU-SUFFOLK","2010-2012","NY","10 CHERRY AVE","11714"
"1071","2094","BETHPAGE UNION FREE SCHOOL","SCHOOL DISTRICT","BETHPAGE","NASSAU","ELEMENTARY","POINT (-73.4847 40.7559)",,,,,"280521","78","0.147","80","0.151","158","0.298","NASSAU-SUFFOLK","2010-2012","NY","10 CHERRY AVE","11714"
"1071","2094","BETHPAGE UNION FREE SCHOOL","SCHOOL DISTRICT","BETHPAGE","NASSAU","MIDDLE/HIGH","POINT (-73.4847 40.7559)",,,,,"280521","66","0.137","85","0.176","151","0.313","NASSAU-SUFFOLK","2010-2012","NY","10 CHERRY AVE","11714"
"1115","2094","FARMINGDALE UNION FREE SCHOOL","SCHOOL DISTRICT","FARMINGDALE","NASSAU","DISTRICT TOTAL","POINT (-73.4396 40.7324)",,,,,"280522","255","0.146","271","0.155","526","0.301","NASSAU-SUFFOLK","2010-2012","NY","50 VAN COTT AVE","11735"
"1115","2094","FARMINGDALE UNION FREE SCHOOL","SCHOOL DISTRICT","FARMINGDALE","NASSAU","ELEMENTARY","POINT (-73.4396 40.7324)",,,,,"280522","129","0.131","152","0.154","281","0.285","NASSAU-SUFFOLK","2010-2012","NY","50 VAN COTT AVE","11735"
"1115","2094","FARMINGDALE UNION FREE SCHOOL","SCHOOL DISTRICT","FARMINGDALE","NASSAU","MIDDLE/HIGH","POINT (-73.4396 40.7324)",,,,,"280522","126","0.165","119","0.156","245","0.322","NASSAU-SUFFOLK","2010-2012","NY","50 VAN COTT AVE","11735"
"1242","2094","MASSAPEQUA UNION FREE SCHOOL","SCHOOL DISTRICT","MASSAPEQUA","NASSAU","DISTRICT TOTAL","POINT (-73.4529 40.6665)",,,,,"280523","268","0.115","344","0.148","612","0.262","NASSAU-SUFFOLK","2010-2012","NY","4925 MERRICK RD","11758"
"1242","2094","MASSAPEQUA UNION FREE SCHOOL","SCHOOL DISTRICT","MASSAPEQUA","NASSAU","ELEMENTARY","POINT (-73.4529 40.6665)",,,,,"280523","153","0.115","180","0.136","333","0.251","NASSAU-SUFFOLK","2010-2012","NY","4925 MERRICK RD","11758"
"1242","2094","MASSAPEQUA UNION FREE SCHOOL","SCHOOL DISTRICT","MASSAPEQUA","NASSAU","MIDDLE/HIGH","POINT (-73.4529 40.6665)",,,,,"280523","115","0.114","164","0.163","279","0.277","NASSAU-SUFFOLK","2010-2012","NY","4925 MERRICK RD","11758"
"31","2131","LEWISTON PORTER CENTRAL SCHOOL","SCHOOL DISTRICT","YOUNGSTOWN","NIAGARA","DISTRICT TOTAL","POINT (-79.0179 43.2161)",,,,,"400301","94","0.139","108","0.16","202","0.299","WESTERN NEW YORK","2010-2012","NY","4061 CREEK RD","14174"
"31","2131","LEWISTON PORTER CENTRAL SCHOOL","SCHOOL DISTRICT","YOUNGSTOWN","NIAGARA","ELEMENTARY","POINT (-79.0179 43.2161)",,,,,"400301","36","0.097","48","0.129","84","0.226","WESTERN NEW YORK","2010-2012","NY","4061 CREEK RD","14174"
"31","2131","LEWISTON PORTER CENTRAL SCHOOL","SCHOOL DISTRICT","YOUNGSTOWN","NIAGARA","MIDDLE/HIGH","POINT (-79.0179 43.2161)",,,,,"400301","52","0.158","60","0.182","112","0.339","WESTERN NEW YORK","2010-2012","NY","4061 CREEK RD","14174"
"930","2131","LOCKPORT CITY SCHOOLS","SCHOOL DISTRICT","LOCKPORT","NIAGARA","DISTRICT TOTAL","POINT (-78.6807 43.1608)",,,,,"400400","443","0.173","291","0.114","734","0.287","WESTERN NEW YORK","2010-2012","NY","130 BEATTIE AVE","14094"
"930","2131","LOCKPORT CITY SCHOOLS","SCHOOL DISTRICT","LOCKPORT","NIAGARA","ELEMENTARY","POINT (-78.6807 43.1608)",,,,,"400400","253","0.16","149","0.094","402","0.254","WESTERN NEW YORK","2010-2012","NY","130 BEATTIE AVE","14094"
"930","2131","LOCKPORT CITY SCHOOLS","SCHOOL DISTRICT","LOCKPORT","NIAGARA","MIDDLE/HIGH","POINT (-78.6807 43.1608)",,,,,"400400","190","0.195","142","0.146","332","0.341","WESTERN NEW YORK","2010-2012","NY","130 BEATTIE AVE","14094"
"493","2131","NEWFANE CENTRAL SCHOOL","SCHOOL DISTRICT","BURT","NIAGARA","DISTRICT TOTAL","POINT (-78.7089 43.3232)",,,,,"400601","130","0.225","95","0.165","225","0.39","WESTERN NEW YORK","2010-2012","NY","6048 GODFREY RD","14028"
"493","2131","NEWFANE CENTRAL SCHOOL","SCHOOL DISTRICT","BURT","NIAGARA","ELEMENTARY","POINT (-78.7089 43.3232)",,,,,"400601","72","0.242","48","0.162","120","0.404","WESTERN NEW YORK","2010-2012","NY","6048 GODFREY RD","14028"
