":@computed_region_43an_4dx5",":@computed_region_9yqb_tdyd","area_name","area_type","city","county","grade_category","location_1","location_1_address","location_1_city","location_1_state","location_1_zip","location_code","obese_1","obese_2","overweight_1","overweight_2","overweight_or_obese_1","overweight_or_obese_2","region","school_years","state","street_address","zip_code"
"1143","624","AMSTERDAM CITY SCHOOLS","SCHOOL DISTRICT","AMSTERDAM","MONTGOMERY","MIDDLE/HIGH","POINT (-74.1893 42.9357)",,,,,"270100","18","0.04","7","0.016","25","0.056","NORTHEASTERN NEW YORK","2010-2012","NY","11 LIBERTY ST","12010"
"774","624","CANAJOHARIE CENTRAL SCHOOL","SCHOOL DISTRICT","CANAJOHARIE","MONTGOMERY","DISTRICT TOTAL","POINT (-74.542 42.8699)",,,,,"270301","41","0.121","76","0.225","117","0.346","NORTHEASTERN NEW YORK","2010-2012","NY","136 SCHOLASTIC WAY","13317"
"774","624","CANAJOHARIE CENTRAL SCHOOL","SCHOOL DISTRICT","CANAJOHARIE","MONTGOMERY","ELEMENTARY","POINT (-74.542 42.8699)",,,,,"270301","22","0.1","66","0.301","88","0.402","NORTHEASTERN NEW YORK","2010-2012","NY","136 SCHOLASTIC WAY","13317"
"774","624","CANAJOHARIE CENTRAL SCHOOL","SCHOOL DISTRICT","CANAJOHARIE","MONTGOMERY","MIDDLE/HIGH","POINT (-74.542 42.8699)",,,,,"270301","5","0.135",,,"5","0.135","NORTHEASTERN NEW YORK","2010-2012","NY","136 SCHOLASTIC WAY","13317"
"1217","624","FONDA FULTONVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","FONDA","MONTGOMERY","DISTRICT TOTAL","POINT (-74.3703 42.9589)",,,,,"270601","83","0.171","83","0.171","166","0.342","NORTHEASTERN NEW YORK","2010-2012","NY","112 OLD JOHNSTOWN RD","12068"
"1217","624","FONDA FULTONVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","FONDA","MONTGOMERY","ELEMENTARY","POINT (-74.3703 42.9589)",,,,,"270601","56","0.169","46","0.139","102","0.308","NORTHEASTERN NEW YORK","2010-2012","NY","112 OLD JOHNSTOWN RD","12068"
"1217","624","FONDA FULTONVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","FONDA","MONTGOMERY","MIDDLE/HIGH","POINT (-74.3703 42.9589)",,,,,"270601","35","0.222","37","0.234","72","0.456","NORTHEASTERN NEW YORK","2010-2012","NY","112 OLD JOHNSTOWN RD","12068"
"551","624","FORT PLAIN CENTRAL SCHOOL","SCHOOL DISTRICT","FORT PLAIN","MONTGOMERY","DISTRICT TOTAL","POINT (-74.6342 42.9333)",,,,,"270701","77","0.241","60","0.188","137","0.428","NORTHEASTERN NEW YORK","2010-2012","NY","25 HIGH ST","13339"
"551","624","FORT PLAIN CENTRAL SCHOOL","SCHOOL DISTRICT","FORT PLAIN","MONTGOMERY","ELEMENTARY","POINT (-74.6342 42.9333)",,,,,"270701","43","0.211","37","0.181","80","0.392","NORTHEASTERN NEW YORK","2010-2012","NY","25 HIGH ST","13339"
"551","624","FORT PLAIN CENTRAL SCHOOL","SCHOOL DISTRICT","FORT PLAIN","MONTGOMERY","MIDDLE/HIGH","POINT (-74.6342 42.9333)",,,,,"270701","35","0.289","23","0.19","58","0.479","NORTHEASTERN NEW YORK","2010-2012","NY","25 HIGH ST","13339"
"1369","624","ST JOHNSVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","ST JOHNSVILLE","MONTGOMERY","DISTRICT TOTAL","POINT (-74.6739 42.9991)",,,,,"271102","14","0.126","15","0.135","29","0.261","NORTHEASTERN NEW YORK","2010-2012","NY","61 MONROE ST","13452"
"1369","624","ST JOHNSVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","ST JOHNSVILLE","MONTGOMERY","ELEMENTARY","POINT (-74.6739 42.9991)",,,,,"271102","5","0.096",,,"5","0.096","NORTHEASTERN NEW YORK","2010-2012","NY","61 MONROE ST","13452"
"1369","624","ST JOHNSVILLE CENTRAL SCHOOL","SCHOOL DISTRICT","ST JOHNSVILLE","MONTGOMERY","MIDDLE/HIGH","POINT (-74.6739 42.9991)",,,,,"271102",,,,,,,"NORTHEASTERN NEW YORK","2010-2012","NY","61 MONROE ST","13452"
"1358","2094","GLEN COVE CITY SCHOOLS","SCHOOL DISTRICT","GLEN COVE","NASSAU","DISTRICT TOTAL","POINT (-73.6301 40.879)",,,,,"280100","204","0.228","145","0.162","349","0.391","NASSAU-SUFFOLK","2010-2012","NY","150 DOSORIS LN","11542"
"1358","2094","GLEN COVE CITY SCHOOLS","SCHOOL DISTRICT","GLEN COVE","NASSAU","ELEMENTARY","POINT (-73.6301 40.879)",,,,,"280100","134","0.24","105","0.188","239","0.428","NASSAU-SUFFOLK","2010-2012","NY","150 DOSORIS LN","11542"
"1358","2094","GLEN COVE CITY SCHOOLS","SCHOOL DISTRICT","GLEN COVE","NASSAU","MIDDLE/HIGH","POINT (-73.6301 40.879)",,,,,"280100","70","0.214","40","0.122","110","0.336","NASSAU-SUFFOLK","2010-2012","NY","150 DOSORIS LN","11542"
"1456","2094","HEMPSTEAD UNION FREE SCHOOL","SCHOOL DISTRICT","HEMPSTEAD","NASSAU","DISTRICT TOTAL","POINT (-73.6208 40.7055)",,,,,"280201","625","0.333","330","0.176","955","0.509","NASSAU-SUFFOLK","2010-2012","NY","185 PENINSULA BLVD","11550"
"1456","2094","HEMPSTEAD UNION FREE SCHOOL","SCHOOL DISTRICT","HEMPSTEAD","NASSAU","ELEMENTARY","POINT (-73.6208 40.7055)",,,,,"280201","400","0.312","247","0.193","647","0.505","NASSAU-SUFFOLK","2010-2012","NY","185 PENINSULA BLVD","11550"
"1456","2094","HEMPSTEAD UNION FREE SCHOOL","SCHOOL DISTRICT","HEMPSTEAD","NASSAU","MIDDLE/HIGH","POINT (-73.6208 40.7055)",,,,,"280201","225","0.379","83","0.14","308","0.519","NASSAU-SUFFOLK","2010-2012","NY","185 PENINSULA BLVD","11550"
"1458","2094","UNIONDALE UNION FREE SCHOOL","SCHOOL DISTRICT","UNIONDALE","NASSAU","DISTRICT TOTAL","POINT (-73.5842 40.7048)",,,,,"280202","596","0.295","367","0.182","963","0.477","NASSAU-SUFFOLK","2010-2012","NY","933 GOODRICH ST","11553"
"1458","2094","UNIONDALE UNION FREE SCHOOL","SCHOOL DISTRICT","UNIONDALE","NASSAU","ELEMENTARY","POINT (-73.5842 40.7048)",,,,,"280202","393","0.308","245","0.192","638","0.499","NASSAU-SUFFOLK","2010-2012","NY","933 GOODRICH ST","11553"
"1458","2094","UNIONDALE UNION FREE SCHOOL","SCHOOL DISTRICT","UNIONDALE","NASSAU","MIDDLE/HIGH","POINT (-73.5842 40.7048)",,,,,"280202","203","0.274","122","0.165","325","0.439","NASSAU-SUFFOLK","2010-2012","NY","933 GOODRICH ST","11553"
"997","2094","EAST MEADOW UNION FREE SCHOOL","SCHOOL DISTRICT","WESTBURY","NASSAU","DISTRICT TOTAL","POINT (-73.5704 40.7431)",,,,,"280203","235","0.155","267","0.176","502","0.332","NASSAU-SUFFOLK","2010-2012","NY","718 THE PLAIN RD","11590"
"997","2094","EAST MEADOW UNION FREE SCHOOL","SCHOOL DISTRICT","WESTBURY","NASSAU","ELEMENTARY","POINT (-73.5704 40.7431)",,,,,"280203","63","0.102","110","0.177","173","0.279","NASSAU-SUFFOLK","2010-2012","NY","718 THE PLAIN RD","11590"
"997","2094","EAST MEADOW UNION FREE SCHOOL","SCHOOL DISTRICT","WESTBURY","NASSAU","MIDDLE/HIGH","POINT (-73.5704 40.7431)",,,,,"280203","172","0.192","157","0.176","329","0.368","NASSAU-SUFFOLK","2010-2012","NY","718 THE PLAIN RD","11590"
"1069","2094","NORTH BELLMORE U F S","SCHOOL DISTRICT","BELLMORE","NASSAU","DISTRICT TOTAL","POINT (-73.5323 40.6744)",,,,,"280204","80","0.141","106","0.187","186","0.329","NASSAU-SUFFOLK","2010-2012","NY","2616 MARTIN AVE","11710"
"1069","2094","NORTH BELLMORE U F S","SCHOOL DISTRICT","BELLMORE","NASSAU","ELEMENTARY","POINT (-73.5323 40.6744)",,,,,"280204","80","0.141","106","0.187","186","0.329","NASSAU-SUFFOLK","2010-2012","NY","2616 MARTIN AVE","11710"
"1069","2094","NORTH BELLMORE U F S","SCHOOL DISTRICT","BELLMORE","NASSAU","MIDDLE/HIGH","POINT (-73.5323 40.6744)",,,,,"280204",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","2616 MARTIN AVE","11710"
"1240","2094","LEVITTOWN UNION FREE SCHOOL","SCHOOL DISTRICT","LEVITTOWN","NASSAU","DISTRICT TOTAL","POINT (-73.5115 40.7186)",,,,,"280205","344","0.145","335","0.142","679","0.287","NASSAU-SUFFOLK","2010-2012","NY","150 ABBEY LN","11756"
"1240","2094","LEVITTOWN UNION FREE SCHOOL","SCHOOL DISTRICT","LEVITTOWN","NASSAU","ELEMENTARY","POINT (-73.5115 40.7186)",,,,,"280205","181","0.149","164","0.135","345","0.284","NASSAU-SUFFOLK","2010-2012","NY","150 ABBEY LN","11756"
"1240","2094","LEVITTOWN UNION FREE SCHOOL","SCHOOL DISTRICT","LEVITTOWN","NASSAU","MIDDLE/HIGH","POINT (-73.5115 40.7186)",,,,,"280205","163","0.142","171","0.149","334","0.29","NASSAU-SUFFOLK","2010-2012","NY","150 ABBEY LN","11756"
"1424","2094","SEAFORD UNION FREE SCHOOL","SCHOOL DISTRICT","SEAFORD","NASSAU","DISTRICT TOTAL","POINT (-73.4856 40.6855)",,,,,"280206","136","0.154","170","0.193","306","0.347","NASSAU-SUFFOLK","2010-2012","NY","1600 WASHINGTON AVE","11783"
"1424","2094","SEAFORD UNION FREE SCHOOL","SCHOOL DISTRICT","SEAFORD","NASSAU","ELEMENTARY","POINT (-73.4856 40.6855)",,,,,"280206","71","0.142","103","0.206","174","0.348","NASSAU-SUFFOLK","2010-2012","NY","1600 WASHINGTON AVE","11783"
"1424","2094","SEAFORD UNION FREE SCHOOL","SCHOOL DISTRICT","SEAFORD","NASSAU","MIDDLE/HIGH","POINT (-73.4856 40.6855)",,,,,"280206","65","0.171","67","0.176","132","0.346","NASSAU-SUFFOLK","2010-2012","NY","1600 WASHINGTON AVE","11783"
"1069","2094","BELLMORE UNION FREE SCHOOL","SCHOOL DISTRICT","BELLMORE","NASSAU","DISTRICT TOTAL","POINT (-73.5254 40.6653)",,,,,"280207","29","0.1","48","0.165","77","0.265","NASSAU-SUFFOLK","2010-2012","NY","580 WINTHROP AVE","11710"
"1069","2094","BELLMORE UNION FREE SCHOOL","SCHOOL DISTRICT","BELLMORE","NASSAU","ELEMENTARY","POINT (-73.5254 40.6653)",,,,,"280207","29","0.1","48","0.165","77","0.265","NASSAU-SUFFOLK","2010-2012","NY","580 WINTHROP AVE","11710"
"1069","2094","BELLMORE UNION FREE SCHOOL","SCHOOL DISTRICT","BELLMORE","NASSAU","MIDDLE/HIGH","POINT (-73.5254 40.6653)",,,,,"280207",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","580 WINTHROP AVE","11710"
"991","2094","ROOSEVELT UNION FREE SCHOOL","SCHOOL DISTRICT","ROOSEVELT","NASSAU","DISTRICT TOTAL","POINT (-73.582 40.6871)",,,,,"280208","237","0.256","150","0.162","387","0.419","NASSAU-SUFFOLK","2010-2012","NY","240 DENTON PL","11575"
"991","2094","ROOSEVELT UNION FREE SCHOOL","SCHOOL DISTRICT","ROOSEVELT","NASSAU","ELEMENTARY","POINT (-73.582 40.6871)",,,,,"280208","169","0.271","103","0.165","272","0.436","NASSAU-SUFFOLK","2010-2012","NY","240 DENTON PL","11575"
"991","2094","ROOSEVELT UNION FREE SCHOOL","SCHOOL DISTRICT","ROOSEVELT","NASSAU","MIDDLE/HIGH","POINT (-73.582 40.6871)",,,,,"280208","62","0.215","47","0.163","109","0.378","NASSAU-SUFFOLK","2010-2012","NY","240 DENTON PL","11575"
"1356","2094","FREEPORT UNION FREE SCHOOL","SCHOOL DISTRICT","FREEPORT","NASSAU","DISTRICT TOTAL","POINT (-73.5893 40.6644)",,,,,"280209","492","0.22","449","0.201","941","0.42","NASSAU-SUFFOLK","2010-2012","NY","235 N OCEAN AVE","11520"
"1356","2094","FREEPORT UNION FREE SCHOOL","SCHOOL DISTRICT","FREEPORT","NASSAU","ELEMENTARY","POINT (-73.5893 40.6644)",,,,,"280209","398","0.278","275","0.192","673","0.47","NASSAU-SUFFOLK","2010-2012","NY","235 N OCEAN AVE","11520"
"1356","2094","FREEPORT UNION FREE SCHOOL","SCHOOL DISTRICT","FREEPORT","NASSAU","MIDDLE/HIGH","POINT (-73.5893 40.6644)",,,,,"280209","163","0.186","174","0.199","337","0.385","NASSAU-SUFFOLK","2010-2012","NY","235 N OCEAN AVE","11520"
"1268","2094","BALDWIN UNION FREE SCHOOL","SCHOOL DISTRICT","BALDWIN","NASSAU","DISTRICT TOTAL","POINT (-73.6054 40.6361)",,,,,"280210","241","0.183","221","0.168","462","0.351","NASSAU-SUFFOLK","2010-2012","NY","960 HASTINGS ST","11510"
"1268","2094","BALDWIN UNION FREE SCHOOL","SCHOOL DISTRICT","BALDWIN","NASSAU","ELEMENTARY","POINT (-73.6054 40.6361)",,,,,"280210","125","0.166","122","0.162","247","0.328","NASSAU-SUFFOLK","2010-2012","NY","960 HASTINGS ST","11510"
"1268","2094","BALDWIN UNION FREE SCHOOL","SCHOOL DISTRICT","BALDWIN","NASSAU","MIDDLE/HIGH","POINT (-73.6054 40.6361)",,,,,"280210","116","0.201","99","0.172","215","0.373","NASSAU-SUFFOLK","2010-2012","NY","960 HASTINGS ST","11510"
"1572","2094","OCEANSIDE UNION FREE SCHOOL","SCHOOL DISTRICT","OCEANSIDE","NASSAU","DISTRICT TOTAL","POINT (-73.6343 40.643)",,,,,"280211","194","0.151","207","0.161","401","0.312","NASSAU-SUFFOLK","2010-2012","NY","145 MERLE AVE","11572"
"1572","2094","OCEANSIDE UNION FREE SCHOOL","SCHOOL DISTRICT","OCEANSIDE","NASSAU","ELEMENTARY","POINT (-73.6343 40.643)",,,,,"280211","116","0.144","108","0.134","224","0.278","NASSAU-SUFFOLK","2010-2012","NY","145 MERLE AVE","11572"
"1572","2094","OCEANSIDE UNION FREE SCHOOL","SCHOOL DISTRICT","OCEANSIDE","NASSAU","MIDDLE/HIGH","POINT (-73.6343 40.643)",,,,,"280211","75","0.153","99","0.202","174","0.356","NASSAU-SUFFOLK","2010-2012","NY","145 MERLE AVE","11572"
"1567","2094","MALVERNE UNION FREE SCHOOL","SCHOOL DISTRICT","MALVERNE","NASSAU","DISTRICT TOTAL","POINT (-73.6624 40.6704)",,,,,"280212","101","0.206","95","0.194","196","0.4","NASSAU-SUFFOLK","2010-2012","NY","301 WICKS LN","11565"
"1567","2094","MALVERNE UNION FREE SCHOOL","SCHOOL DISTRICT","MALVERNE","NASSAU","ELEMENTARY","POINT (-73.6624 40.6704)",,,,,"280212","62","0.198","56","0.179","118","0.377","NASSAU-SUFFOLK","2010-2012","NY","301 WICKS LN","11565"
"1567","2094","MALVERNE UNION FREE SCHOOL","SCHOOL DISTRICT","MALVERNE","NASSAU","MIDDLE/HIGH","POINT (-73.6624 40.6704)",,,,,"280212","39","0.228","39","0.228","78","0.456","NASSAU-SUFFOLK","2010-2012","NY","301 WICKS LN","11565"
"995","2094","VALLEY STR HEMP 13 U F S","SCHOOL DISTRICT","VALLEY STREAM","NASSAU","DISTRICT TOTAL","POINT (-73.6893 40.6818)",,,,,"280213","84","0.148","86","0.151","170","0.299","NASSAU-SUFFOLK","2010-2012","NY","585 N CORONA AVE","11580"
"995","2094","VALLEY STR HEMP 13 U F S","SCHOOL DISTRICT","VALLEY STREAM","NASSAU","ELEMENTARY","POINT (-73.6893 40.6818)",,,,,"280213","84","0.148","86","0.151","170","0.299","NASSAU-SUFFOLK","2010-2012","NY","585 N CORONA AVE","11580"
"995","2094","VALLEY STR HEMP 13 U F S","SCHOOL DISTRICT","VALLEY STREAM","NASSAU","MIDDLE/HIGH","POINT (-73.6893 40.6818)",,,,,"280213",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","585 N CORONA AVE","11580"
"1026","2094","HEWLETT WOODMERE PUBLIC SCHOOLS","SCHOOL DISTRICT","WOODMERE","NASSAU","DISTRICT TOTAL","POINT (-73.7061 40.6332)",,,,,"280214","179","0.151","204","0.172","383","0.323","NASSAU-SUFFOLK","2010-2012","NY","1 JOHNSON PL","11598"
"1026","2094","HEWLETT WOODMERE PUBLIC SCHOOLS","SCHOOL DISTRICT","WOODMERE","NASSAU","ELEMENTARY","POINT (-73.7061 40.6332)",,,,,"280214","105","0.15","118","0.169","223","0.319","NASSAU-SUFFOLK","2010-2012","NY","1 JOHNSON PL","11598"
"1026","2094","HEWLETT WOODMERE PUBLIC SCHOOLS","SCHOOL DISTRICT","WOODMERE","NASSAU","MIDDLE/HIGH","POINT (-73.7061 40.6332)",,,,,"280214","74","0.154","86","0.179","160","0.333","NASSAU-SUFFOLK","2010-2012","NY","1 JOHNSON PL","11598"
"1563","2094","LAWRENCE UNION FREE SCHOOL","SCHOOL DISTRICT","LAWRENCE","NASSAU","DISTRICT TOTAL","POINT (-73.7353 40.6109)",,,,,"280215","81","0.155","85","0.162","166","0.317","NASSAU-SUFFOLK","2010-2012","NY","195 BROADWAY","11559"
"1563","2094","LAWRENCE UNION FREE SCHOOL","SCHOOL DISTRICT","LAWRENCE","NASSAU","ELEMENTARY","POINT (-73.7353 40.6109)",,,,,"280215","45","0.157","55","0.192","100","0.348","NASSAU-SUFFOLK","2010-2012","NY","195 BROADWAY","11559"
"1563","2094","LAWRENCE UNION FREE SCHOOL","SCHOOL DISTRICT","LAWRENCE","NASSAU","MIDDLE/HIGH","POINT (-73.7353 40.6109)",,,,,"280215","36","0.155","30","0.129","66","0.283","NASSAU-SUFFOLK","2010-2012","NY","195 BROADWAY","11559"
"860","2094","ELMONT UNION FREE SCHOOL","SCHOOL DISTRICT","ELMONT","NASSAU","DISTRICT TOTAL","POINT (-73.7106 40.7064)",,,,,"280216","232","0.199","144","0.124","376","0.323","NASSAU-SUFFOLK","2010-2012","NY","135 ELMONT RD","11003"
"860","2094","ELMONT UNION FREE SCHOOL","SCHOOL DISTRICT","ELMONT","NASSAU","ELEMENTARY","POINT (-73.7106 40.7064)",,,,,"280216","232","0.199","144","0.124","376","0.323","NASSAU-SUFFOLK","2010-2012","NY","135 ELMONT RD","11003"
"860","2094","ELMONT UNION FREE SCHOOL","SCHOOL DISTRICT","ELMONT","NASSAU","MIDDLE/HIGH","POINT (-73.7106 40.7064)",,,,,"280216",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","135 ELMONT RD","11003"
"863","2094","FRANKLIN SQ U F S","SCHOOL DISTRICT","FRANKLIN SQUARE","NASSAU","DISTRICT TOTAL","POINT (-73.6685 40.7117)",,,,,"280217","102","0.163","99","0.159","201","0.322","NASSAU-SUFFOLK","2010-2012","NY","760 WASHINGTON ST","11010"
"863","2094","FRANKLIN SQ U F S","SCHOOL DISTRICT","FRANKLIN SQUARE","NASSAU","ELEMENTARY","POINT (-73.6685 40.7117)",,,,,"280217","153","0.215","69","0.097","222","0.312","NASSAU-SUFFOLK","2010-2012","NY","760 WASHINGTON ST","11010"
"863","2094","FRANKLIN SQ U F S","SCHOOL DISTRICT","FRANKLIN SQUARE","NASSAU","MIDDLE/HIGH","POINT (-73.6685 40.7117)",,,,,"280217",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","760 WASHINGTON ST","11010"
"1357","2094","GARDEN CITY UNION FREE SCHOOL","SCHOOL DISTRICT","GARDEN CITY","NASSAU","DISTRICT TOTAL","POINT (-73.6416 40.7206)",,,,,"280218","137","0.104","162","0.123","299","0.227","NASSAU-SUFFOLK","2010-2012","NY","56 CATHEDRAL AVE","11530"
"1357","2094","GARDEN CITY UNION FREE SCHOOL","SCHOOL DISTRICT","GARDEN CITY","NASSAU","ELEMENTARY","POINT (-73.6416 40.7206)",,,,,"280218","82","0.101","101","0.124","183","0.225","NASSAU-SUFFOLK","2010-2012","NY","56 CATHEDRAL AVE","11530"
"1357","2094","GARDEN CITY UNION FREE SCHOOL","SCHOOL DISTRICT","GARDEN CITY","NASSAU","MIDDLE/HIGH","POINT (-73.6416 40.7206)",,,,,"280218","55","0.11","61","0.122","116","0.232","NASSAU-SUFFOLK","2010-2012","NY","56 CATHEDRAL AVE","11530"
"1355","2094","EAST ROCKAWAY U F S","SCHOOL DISTRICT","EAST ROCKAWAY","NASSAU","DISTRICT TOTAL","POINT (-73.659 40.6459)",,,,,"280219","79","0.173","88","0.193","167","0.365","NASSAU-SUFFOLK","2010-2012","NY","443 OCEAN AVE","11518"
"1355","2094","EAST ROCKAWAY U F S","SCHOOL DISTRICT","EAST ROCKAWAY","NASSAU","ELEMENTARY","POINT (-73.659 40.6459)",,,,,"280219","40","0.16","49","0.196","89","0.356","NASSAU-SUFFOLK","2010-2012","NY","443 OCEAN AVE","11518"
"1355","2094","EAST ROCKAWAY U F S","SCHOOL DISTRICT","EAST ROCKAWAY","NASSAU","MIDDLE/HIGH","POINT (-73.659 40.6459)",,,,,"280219","39","0.207","39","0.207","78","0.415","NASSAU-SUFFOLK","2010-2012","NY","443 OCEAN AVE","11518"
"1566","2094","LYNBROOK UNION FREE SCHOOL","SCHOOL DISTRICT","LYNBROOK","NASSAU","DISTRICT TOTAL","POINT (-73.6716 40.653)",,,,,"280220","85","0.102","111","0.133","196","0.235","NASSAU-SUFFOLK","2010-2012","NY","111 ATLANTIC AVE","11563"
"1566","2094","LYNBROOK UNION FREE SCHOOL","SCHOOL DISTRICT","LYNBROOK","NASSAU","ELEMENTARY","POINT (-73.6716 40.653)",,,,,"280220","50","0.097","62","0.121","112","0.218","NASSAU-SUFFOLK","2010-2012","NY","111 ATLANTIC AVE","11563"
"1566","2094","LYNBROOK UNION FREE SCHOOL","SCHOOL DISTRICT","LYNBROOK","NASSAU","MIDDLE/HIGH","POINT (-73.6716 40.653)",,,,,"280220","35","0.109","49","0.153","84","0.263","NASSAU-SUFFOLK","2010-2012","NY","111 ATLANTIC AVE","11563"
"1571","2094","ROCKVILLE CENTRE U F S","SCHOOL DISTRICT","ROCKVILLE CENTRE","NASSAU","DISTRICT TOTAL","POINT (-73.6229 40.667)",,,,,"280221","176","0.138","186","0.146","362","0.283","NASSAU-SUFFOLK","2010-2012","NY","128 SHEPHERD ST","11570"
"1571","2094","ROCKVILLE CENTRE U F S","SCHOOL DISTRICT","ROCKVILLE CENTRE","NASSAU","ELEMENTARY","POINT (-73.6229 40.667)",,,,,"280221","107","0.144","96","0.13","203","0.274","NASSAU-SUFFOLK","2010-2012","NY","128 SHEPHERD ST","11570"
"1571","2094","ROCKVILLE CENTRE U F S","SCHOOL DISTRICT","ROCKVILLE CENTRE","NASSAU","MIDDLE/HIGH","POINT (-73.6229 40.667)",,,,,"280221","69","0.13","90","0.17","159","0.3","NASSAU-SUFFOLK","2010-2012","NY","128 SHEPHERD ST","11570"
"859","2094","FLORAL PK-BELLROSE U F S","SCHOOL DISTRICT","FLORAL PARK","NASSAU","DISTRICT TOTAL","POINT (-73.7199 40.7197)",,,,,"280222","47","0.092","66","0.13","113","0.222","NASSAU-SUFFOLK","2010-2012","NY","1 POPPY PL","11001"
"859","2094","FLORAL PK-BELLROSE U F S","SCHOOL DISTRICT","FLORAL PARK","NASSAU","ELEMENTARY","POINT (-73.7199 40.7197)",,,,,"280222","47","0.092","66","0.13","113","0.222","NASSAU-SUFFOLK","2010-2012","NY","1 POPPY PL","11001"
"859","2094","FLORAL PK-BELLROSE U F S","SCHOOL DISTRICT","FLORAL PARK","NASSAU","MIDDLE/HIGH","POINT (-73.7199 40.7197)",,,,,"280222",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","1 POPPY PL","11001"
"1433","2094","WANTAGH UNION FREE SCHOOL","SCHOOL DISTRICT","WANTAGH","NASSAU","DISTRICT TOTAL","POINT (-73.5168 40.6892)",,,,,"280223","135","0.122","177","0.16","312","0.282","NASSAU-SUFFOLK","2010-2012","NY","3301 BELTAGH AVE","11793"
"1433","2094","WANTAGH UNION FREE SCHOOL","SCHOOL DISTRICT","WANTAGH","NASSAU","ELEMENTARY","POINT (-73.5168 40.6892)",,,,,"280223","92","0.138","113","0.169","205","0.307","NASSAU-SUFFOLK","2010-2012","NY","3301 BELTAGH AVE","11793"
"1433","2094","WANTAGH UNION FREE SCHOOL","SCHOOL DISTRICT","WANTAGH","NASSAU","MIDDLE/HIGH","POINT (-73.5168 40.6892)",,,,,"280223","43","0.098","64","0.146","107","0.244","NASSAU-SUFFOLK","2010-2012","NY","3301 BELTAGH AVE","11793"
"996","2094","VALLEY STR HEMP24 U F S","SCHOOL DISTRICT","VALLEY STREAM","NASSAU","DISTRICT TOTAL","POINT (-73.6921 40.6539)",,,,,"280224","44","0.172","50","0.195","94","0.367","NASSAU-SUFFOLK","2010-2012","NY","75 HORTON AVE","11581"
"996","2094","VALLEY STR HEMP24 U F S","SCHOOL DISTRICT","VALLEY STREAM","NASSAU","ELEMENTARY","POINT (-73.6921 40.6539)",,,,,"280224","44","0.172","50","0.195","94","0.367","NASSAU-SUFFOLK","2010-2012","NY","75 HORTON AVE","11581"
"996","2094","VALLEY STR HEMP24 U F S","SCHOOL DISTRICT","VALLEY STREAM","NASSAU","MIDDLE/HIGH","POINT (-73.6921 40.6539)",,,,,"280224",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","75 HORTON AVE","11581"
"1568","2094","MERRICK UNION FREE SCHOOL","SCHOOL DISTRICT","MERRICK","NASSAU","DISTRICT TOTAL","POINT (-73.5526 40.6527)",,,,,"280225","58","0.117","75","0.151","133","0.268","NASSAU-SUFFOLK","2010-2012","NY","21 BABYLON RD","11566"
"1568","2094","MERRICK UNION FREE SCHOOL","SCHOOL DISTRICT","MERRICK","NASSAU","ELEMENTARY","POINT (-73.5526 40.6527)",,,,,"280225","58","0.117","75","0.151","133","0.268","NASSAU-SUFFOLK","2010-2012","NY","21 BABYLON RD","11566"
"1568","2094","MERRICK UNION FREE SCHOOL","SCHOOL DISTRICT","MERRICK","NASSAU","MIDDLE/HIGH","POINT (-73.5526 40.6527)",,,,,"280225",,,,,,,"NASSAU-SUFFOLK","2010-2012","NY","21 BABYLON RD","11566"
"1240","2094","ISLAND TREES UNION FREE SCHOOL","SCHOOL DISTRICT","LEVITTOWN","NASSAU","DISTRICT TOTAL","POINT (-73.5046 40.7393)",,,,,"280226","150","0.162","159","0.172","309","0.334","NASSAU-SUFFOLK","2010-2012","NY","74 FARMEDGE RD","11756"
"1240","2094","ISLAND TREES UNION FREE SCHOOL","SCHOOL DISTRICT","LEVITTOWN","NASSAU","ELEMENTARY","POINT (-73.5046 40.7393)",,,,,"280226","94","0.182","100","0.193","194","0.375","NASSAU-SUFFOLK","2010-2012","NY","74 FARMEDGE RD","11756"
"1240","2094","ISLAND TREES UNION FREE SCHOOL","SCHOOL DISTRICT","LEVITTOWN","NASSAU","MIDDLE/HIGH","POINT (-73.5046 40.7393)",,,,,"280226","56","0.138","59","0.145","115","0.283","NASSAU-SUFFOLK","2010-2012","NY","74 FARMEDGE RD","11756"
"1457","2094","WEST HEMPSTEAD U F S","SCHOOL DISTRICT","WEST HEMPSTEAD","NASSAU","DISTRICT TOTAL","POINT (-73.6522 40.6973)",,,,,"280227","114","0.161","124","0.175","238","0.337","NASSAU-SUFFOLK","2010-2012","NY","252 CHESTNUT ST","11552"
